order_number;arrival;start;end;queue_time;preperation_time;stall;order
4583;20:14:37;20:29:02;20:30:44;00:14:25;00:01:42;fries2;coke/fries/ketchup/
4584;20:14:45;20:29:07;20:29:33;00:14:22;00:00:26;fries2;beer/
4587;20:15:00;20:29:33;20:31:57;00:14:33;00:02:24;fries2;beer/coke/still_water/fries/cocktail_sauce/
4588;20:15:15;20:30:18;20:30:42;00:15:03;00:00:24;fries2;beer/still_water/desperados/fries/cocktail_sauce/
4589;20:15:35;20:30:42;20:33:04;00:15:07;00:02:22;fries2;beer/coke/
4590;20:15:41;20:30:44;20:32:55;00:15:03;00:02:11;fries2;beer/still_water/fries/ketchup/mexicano/
4594;20:16:29;20:31:57;20:33:26;00:15:28;00:01:29;fries2;beer/desperados/
4595;20:16:55;20:32:55;20:33:59;00:16:00;00:01:04;fries2;beer/bicky/
4596;20:17:15;20:33:04;20:35:33;00:15:49;00:02:29;fries2;beer/
4597;20:17:30;20:33:26;20:35:08;00:15:56;00:01:42;fries2;beer/fries/ketchup/croquette_balls/
4598;20:18:07;20:33:59;20:35:00;00:15:52;00:01:01;fries2;beer/coke/sparkling_water/desperados/fries/mayo/frikandel/
4604;20:20:34;20:35:00;20:36:01;00:14:26;00:01:01;fries2;beer/desperados/fries/ketchup/
4605;20:21:21;20:35:08;20:36:11;00:13:47;00:01:03;fries2;beer/fries/mayo/
4606;20:21:23;20:35:33;20:37:14;00:14:10;00:01:41;fries2;beer/fries/mayo/mexicano/croquette_balls/
4607;20:21:40;20:36:01;20:39:16;00:14:21;00:03:15;fries2;desperados/frikandel/
4610;20:23:03;20:36:11;20:38:20;00:13:08;00:02:09;fries2;beer/fries/mayo/frikandel/
4613;20:23:47;20:37:14;20:38:15;00:13:27;00:01:01;fries2;sparkling_water/
4614;20:24:18;20:38:15;20:39:23;00:13:57;00:01:08;fries2;beer/coke/
4617;20:25:51;20:38:20;20:38:51;00:12:29;00:00:31;fries2;beer/still_water/
4618;20:25:56;20:38:51;20:41:35;00:12:55;00:02:44;fries2;beer/coke/
4619;20:26:39;20:39:16;20:40:27;00:12:37;00:01:11;fries2;beer/fries/cocktail_sauce/
4620;20:26:55;20:39:23;20:40:49;00:12:28;00:01:26;fries2;beer/
4621;20:27:24;20:40:27;20:41:20;00:13:03;00:00:53;fries2;coke/
4622;20:27:39;20:40:49;20:41:57;00:13:10;00:01:08;fries2;desperados/fries/ketchup/
4623;20:27:59;20:41:20;20:42:32;00:13:21;00:01:12;fries2;beer/
4624;20:28:05;20:41:35;20:43:33;00:13:30;00:01:58;fries2;beer/still_water/fries/mayo/croquette_balls/
4627;20:28:50;20:41:57;20:43:00;00:13:07;00:01:03;fries2;beer/fries/ketchup/frikandel/
4628;20:29:30;20:42:32;20:43:46;00:13:02;00:01:14;fries2;beer/fries/mayo/frikandel/
4629;20:29:36;20:43:00;20:45:20;00:13:24;00:02:20;fries2;beer/coke/fries/ketchup/cocktail_sauce/frikandel/
4631;20:30:13;20:43:33;20:47:58;00:13:20;00:04:25;fries2;still_water/
4632;20:30:17;20:43:46;20:45:35;00:13:29;00:01:49;fries2;still_water/
4633;20:30:32;20:45:20;20:45:49;00:14:48;00:00:29;fries2;coke/still_water/fries/mayo/
4635;20:31:56;20:45:35;20:46:42;00:13:39;00:01:07;fries2;beer/coke/desperados/fries/mayo/croquette_balls/
4636;20:32:11;20:45:49;20:46:35;00:13:38;00:00:46;fries2;beer/coke/frikandel/
4637;20:32:12;20:46:35;20:48:51;00:14:23;00:02:16;fries2;beer/fries/mayo/
4638;20:32:16;20:46:42;20:48:08;00:14:26;00:01:26;fries2;beer/
4640;20:33:55;20:47:58;20:48:15;00:14:03;00:00:17;fries2;beer/
4641;20:34:48;20:48:08;20:48:48;00:13:20;00:00:40;fries2;beer/fries/mayo/
4642;20:35:23;20:48:15;20:50:54;00:12:52;00:02:39;fries2;coke/fries/mayo/
4643;20:36:07;20:48:48;20:49:38;00:12:41;00:00:50;fries2;beer/fries/ketchup/frikandel/
4644;20:37:02;20:48:51;20:50:04;00:11:49;00:01:13;fries2;coke/still_water/
4645;20:38:00;20:49:38;20:52:05;00:11:38;00:02:27;fries2;beer/fries/ketchup/cocktail_sauce/frikandel/
4646;20:39:23;20:50:04;20:51:31;00:10:41;00:01:27;fries2;beer/still_water/
4647;20:40:47;20:50:54;20:52:06;00:10:07;00:01:12;fries2;sparkling_water/fries/cocktail_sauce/frikandel/
4648;20:41:17;20:51:31;20:53:09;00:10:14;00:01:38;fries2;desperados/fries/mayo/frikandel/
4649;20:41:18;20:52:05;20:52:44;00:10:47;00:00:39;fries2;beer/coke/
4650;20:41:30;20:52:06;20:54:13;00:10:36;00:02:07;fries2;coke/desperados/fries/cocktail_sauce/
4651;20:42:37;20:52:44;20:53:22;00:10:07;00:00:38;fries2;beer/coke/still_water/fries/ketchup/frikandel/
4652;20:43:16;20:53:09;20:54:49;00:09:53;00:01:40;fries2;beer/coke/fries/mayo/frikandel/
4653;20:43:40;20:53:22;20:55:03;00:09:42;00:01:41;fries2;coke/fries/ketchup/
4654;20:44:06;20:54:13;20:54:38;00:10:07;00:00:25;fries2;beer/fries/mayo/
4655;20:44:08;20:54:38;20:56:23;00:10:30;00:01:45;fries2;coke/fries/cocktail_sauce/
4656;20:44:08;20:54:49;20:56:27;00:10:41;00:01:38;fries2;coke/fries/ketchup/cocktail_sauce/croquette_balls/
4657;20:44:22;20:55:03;20:56:00;00:10:41;00:00:57;fries2;beer/coke/fries/ketchup/croquette_balls/
4658;20:44:35;20:56:00;20:58:50;00:11:25;00:02:50;fries2;beer/still_water/fries/cocktail_sauce/
4659;20:44:35;20:56:23;20:57:57;00:11:48;00:01:34;fries2;beer/coke/fries/mayo/
4660;20:45:23;20:56:27;20:57:41;00:11:04;00:01:14;fries2;beer/coke/frikandel/
4661;20:45:54;20:57:41;20:59:55;00:11:47;00:02:14;fries2;beer/fries/mayo/frikandel/
4662;20:46:33;20:57:57;20:59:22;00:11:24;00:01:25;fries2;coke/
4663;20:46:41;20:58:50;21:00:04;00:12:09;00:01:14;fries2;beer/fries/cocktail_sauce/
4664;20:47:07;20:59:22;21:01:51;00:12:15;00:02:29;fries2;beer/
4666;20:47:32;20:59:55;21:00:26;00:12:23;00:00:31;fries2;beer/
4667;20:48:19;21:00:04;21:00:10;00:11:45;00:00:06;fries2;beer/fries/ketchup/croquette_balls/
4668;20:48:24;21:00:10;21:00:26;00:11:46;00:00:16;fries2;beer/
4669;20:48:44;21:00:26;21:01:25;00:11:42;00:00:59;fries2;beer/
4670;20:49:02;21:00:26;21:01:15;00:11:24;00:00:49;fries2;desperados/fries/mayo/
4671;20:50:03;21:01:15;21:02:47;00:11:12;00:01:32;fries2;beer/still_water/croquette_balls/
4672;20:50:12;21:01:25;21:02:18;00:11:13;00:00:53;fries2;beer/
4673;20:50:18;21:01:51;21:03:56;00:11:33;00:02:05;fries2;beer/fries/ketchup/
4674;20:50:31;21:02:18;21:04:41;00:11:47;00:02:23;fries2;beer/still_water/fries/mayo/
4676;20:50:59;21:02:47;21:03:38;00:11:48;00:00:51;fries2;beer/
4677;20:51:21;21:03:38;21:05:19;00:12:17;00:01:41;fries2;beer/desperados/fries/ketchup/croquette_balls/
4678;20:51:30;21:03:56;21:04:54;00:12:26;00:00:58;fries2;still_water/fries/mayo/
4680;20:52:04;21:04:41;21:06:26;00:12:37;00:01:45;fries2;beer/fries/cocktail_sauce/
4682;20:52:55;21:04:54;21:05:26;00:11:59;00:00:32;fries2;beer/still_water/fries/mayo/frikandel/
4683;20:53:11;21:05:19;21:07:06;00:12:08;00:01:47;fries2;beer/fries/mayo/croquette_balls/
4684;20:54:33;21:05:26;21:06:12;00:10:53;00:00:46;fries2;coke/still_water/fries/cocktail_sauce/croquette_balls/
4685;20:55:28;21:06:12;21:08:09;00:10:44;00:01:57;fries2;beer/still_water/
4686;20:55:48;21:06:26;21:10:03;00:10:38;00:03:37;fries2;desperados/fries/mayo/frikandel/
4687;20:56:43;21:07:06;21:10:16;00:10:23;00:03:10;fries2;beer/still_water/
4688;20:57:17;21:08:09;21:10:42;00:10:52;00:02:33;fries2;beer/coke/desperados/fries/cocktail_sauce/
4689;20:57:47;21:10:03;21:10:28;00:12:16;00:00:25;fries2;beer/frikandel/
4690;20:57:49;21:10:16;21:11:06;00:12:27;00:00:50;fries2;beer/
4691;20:58:53;21:10:28;21:10:54;00:11:35;00:00:26;fries2;beer/fries/mayo/frikandel/
4692;20:58:59;21:10:42;21:12:25;00:11:43;00:01:43;fries2;beer/coke/fries/cocktail_sauce/
4693;21:00:24;21:10:54;21:11:16;00:10:30;00:00:22;fries2;coke/sparkling_water/fries/mayo/croquette_balls/
4694;21:00:40;21:11:06;21:12:20;00:10:26;00:01:14;fries2;beer/frikandel/
4695;21:00:56;21:11:16;21:12:59;00:10:20;00:01:43;fries2;still_water/sparkling_water/bicky/
4696;21:02:02;21:12:20;21:12:54;00:10:18;00:00:34;fries2;still_water/desperados/
4697;21:02:51;21:12:25;21:13:42;00:09:34;00:01:17;fries2;beer/
4698;21:03:01;21:12:54;21:14:40;00:09:53;00:01:46;fries2;beer/fries/mayo/frikandel/
4699;21:03:14;21:12:59;21:14:09;00:09:45;00:01:10;fries2;beer/
4700;21:04:11;21:13:42;21:14:43;00:09:31;00:01:01;fries2;beer/
4701;21:06:07;21:14:09;21:15:35;00:08:02;00:01:26;fries2;beer/coke/still_water/fries/mayo/frikandel/
4702;21:06:24;21:14:40;21:16:19;00:08:16;00:01:39;fries2;beer/
4703;21:07:25;21:14:43;21:17:56;00:07:18;00:03:13;fries2;beer/coke/fries/ketchup/
4704;21:08:29;21:15:35;21:17:13;00:07:06;00:01:38;fries2;beer/coke/still_water/fries/mayo/frikandel/
4705;21:08:54;21:16:19;21:18:04;00:07:25;00:01:45;fries2;beer/fries/mayo/
4706;21:09:05;21:17:13;21:18:15;00:08:08;00:01:02;fries2;beer/croquette_balls/
4707;21:09:08;21:17:56;21:19:23;00:08:48;00:01:27;fries2;beer/desperados/fries/mayo/
4708;21:09:17;21:18:04;21:18:59;00:08:47;00:00:55;fries2;beer/fries/mayo/frikandel/
4709;21:10:04;21:18:15;21:19:28;00:08:11;00:01:13;fries2;beer/
4710;21:10:21;21:18:59;21:21:42;00:08:38;00:02:43;fries2;beer/still_water/fries/ketchup/
4711;21:10:35;21:19:23;21:22:02;00:08:48;00:02:39;fries2;beer/frikandel/
4712;21:11:33;21:19:28;21:20:15;00:07:55;00:00:47;fries2;beer/
4713;21:11:53;21:20:15;21:21:21;00:08:22;00:01:06;fries2;beer/fries/ketchup/
4714;21:12:01;21:21:21;21:22:37;00:09:20;00:01:16;fries2;beer/coke/still_water/
4715;21:12:10;21:21:42;21:23:14;00:09:32;00:01:32;fries2;beer/still_water/bicky/
4716;21:12:20;21:22:02;21:22:30;00:09:42;00:00:28;fries2;beer/fries/mayo/frikandel/
4717;21:12:20;21:22:30;21:23:03;00:10:10;00:00:33;fries2;still_water/fries/mayo/
4718;21:14:00;21:22:37;21:24:20;00:08:37;00:01:43;fries2;beer/fries/cocktail_sauce/croquette_balls/
4719;21:15:19;21:23:03;21:25:31;00:07:44;00:02:28;fries2;beer/still_water/desperados/fries/mayo/frikandel/
4720;21:15:22;21:23:14;21:25:40;00:07:52;00:02:26;fries2;beer/fries/mayo/
4721;21:15:31;21:24:20;21:25:16;00:08:49;00:00:56;fries2;beer/still_water/fries/ketchup/cocktail_sauce/frikandel/
4722;21:15:47;21:25:16;21:26:02;00:09:29;00:00:46;fries2;beer/
4723;21:16:13;21:25:31;21:25:49;00:09:18;00:00:18;fries2;desperados/
4724;21:16:51;21:25:40;21:26:02;00:08:49;00:00:22;fries2;beer/desperados/
4725;21:16:59;21:25:49;21:27:09;00:08:50;00:01:20;fries2;beer/fries/ketchup/cocktail_sauce/frikandel/
4726;21:17:01;21:26:02;21:26:17;00:09:01;00:00:15;fries2;desperados/
4727;21:17:04;21:26:02;21:27:03;00:08:58;00:01:01;fries2;beer/
4728;21:17:04;21:26:17;21:26:58;00:09:13;00:00:41;fries2;beer/coke/fries/mayo/
4729;21:17:07;21:26:58;21:29:15;00:09:51;00:02:17;fries2;beer/coke/fries/cocktail_sauce/
4730;21:17:20;21:27:03;21:28:05;00:09:43;00:01:02;fries2;beer/coke/fries/mayo/croquette_balls/
4731;21:18:28;21:27:09;21:28:31;00:08:41;00:01:22;fries2;beer/sparkling_water/fries/ketchup/
4732;21:19:29;21:28:05;21:28:41;00:08:36;00:00:36;fries2;still_water/
4733;21:19:44;21:28:31;21:29:27;00:08:47;00:00:56;fries2;beer/
4734;21:20:02;21:28:41;21:30:31;00:08:39;00:01:50;fries2;beer/coke/fries/mayo/
4735;21:21:12;21:29:15;21:30:48;00:08:03;00:01:33;fries2;beer/fries/mayo/frikandel/
4736;21:21:29;21:29:27;21:30:38;00:07:58;00:01:11;fries2;beer/
4737;21:22:47;21:30:31;21:33:04;00:07:44;00:02:33;fries2;beer/bicky/
4738;21:23:16;21:30:38;21:33:43;00:07:22;00:03:05;fries2;beer/coke/
4739;21:24:25;21:30:48;21:32:02;00:06:23;00:01:14;fries2;beer/still_water/
4740;21:24:30;21:32:02;21:32:46;00:07:32;00:00:44;fries2;coke/desperados/
4741;21:24:32;21:32:46;21:34:58;00:08:14;00:02:12;fries2;still_water/fries/cocktail_sauce/croquette_balls/
4742;21:24:33;21:33:04;21:34:54;00:08:31;00:01:50;fries2;beer/
4743;21:25:21;21:33:43;21:34:45;00:08:22;00:01:02;fries2;beer/fries/mayo/
4744;21:25:50;21:34:45;21:35:51;00:08:55;00:01:06;fries2;beer/coke/desperados/
4745;21:26:03;21:34:54;21:36:03;00:08:51;00:01:09;fries2;beer/fries/cocktail_sauce/frikandel/
4746;21:26:15;21:34:58;21:35:36;00:08:43;00:00:38;fries2;beer/desperados/
4747;21:26:35;21:35:36;21:38:22;00:09:01;00:02:46;fries2;beer/
4748;21:27:05;21:35:51;21:38:47;00:08:46;00:02:56;fries2;beer/coke/bicky/
4749;21:27:13;21:36:03;21:38:10;00:08:50;00:02:07;fries2;beer/sparkling_water/fries/ketchup/cocktail_sauce/frikandel/
4750;21:27:31;21:38:10;21:41:11;00:10:39;00:03:01;fries2;beer/
4751;21:27:40;21:38:22;21:40:00;00:10:42;00:01:38;fries2;beer/desperados/fries/cocktail_sauce/frikandel/
4752;21:27:44;21:38:47;21:39:18;00:11:03;00:00:31;fries2;beer/fries/ketchup/
4753;21:27:52;21:39:18;21:39:37;00:11:26;00:00:19;fries2;beer/
4754;21:28:09;21:39:37;21:39:55;00:11:28;00:00:18;fries2;beer/coke/
4755;21:28:19;21:39:55;21:41:52;00:11:36;00:01:57;fries2;beer/mexicano/
4756;21:28:45;21:40:00;21:40:22;00:11:15;00:00:22;fries2;beer/coke/
4757;21:29:02;21:40:22;21:41:16;00:11:20;00:00:54;fries2;beer/fries/cocktail_sauce/frikandel/
4758;21:29:20;21:41:11;21:43:13;00:11:51;00:02:02;fries2;beer/fries/cocktail_sauce/croquette_balls/
4759;21:29:50;21:41:16;21:42:33;00:11:26;00:01:17;fries2;beer/fries/mayo/
4760;21:31:46;21:41:52;21:42:19;00:10:06;00:00:27;fries2;desperados/fries/cocktail_sauce/
4761;21:32:23;21:42:19;21:44:01;00:09:56;00:01:42;fries2;desperados/fries/cocktail_sauce/croquette_balls/
4762;21:32:24;21:42:33;21:44:50;00:10:09;00:02:17;fries2;beer/fries/ketchup/mexicano/
4763;21:33:17;21:43:13;21:44:07;00:09:56;00:00:54;fries2;beer/
4764;21:33:26;21:44:01;21:45:00;00:10:35;00:00:59;fries2;beer/desperados/fries/ketchup/
4765;21:33:26;21:44:07;21:44:41;00:10:41;00:00:34;fries2;beer/fries/mayo/
4766;21:33:44;21:44:41;21:45:35;00:10:57;00:00:54;fries2;beer/desperados/
4767;21:34:51;21:44:50;21:45:30;00:09:59;00:00:40;fries2;beer/coke/still_water/fries/mayo/
4768;21:35:20;21:45:00;21:46:21;00:09:40;00:01:21;fries2;beer/sparkling_water/fries/mayo/
4769;21:35:41;21:45:30;21:46:01;00:09:49;00:00:31;fries2;beer/coke/
4770;21:35:42;21:45:35;21:45:59;00:09:53;00:00:24;fries2;beer/
4771;21:36:09;21:45:59;21:47:23;00:09:50;00:01:24;fries2;beer/croquette_balls/
4772;21:37:06;21:46:01;21:48:16;00:08:55;00:02:15;fries2;beer/still_water/fries/mayo/
4773;21:37:08;21:46:21;21:48:05;00:09:13;00:01:44;fries2;desperados/fries/mayo/frikandel/
4774;21:37:35;21:47:23;21:47:38;00:09:48;00:00:15;fries2;beer/fries/mayo/mexicano/
4775;21:37:53;21:47:38;21:49:59;00:09:45;00:02:21;fries2;beer/
4776;21:38:34;21:48:05;21:48:25;00:09:31;00:00:20;fries2;beer/bicky/
4777;21:39:31;21:48:16;21:50:27;00:08:45;00:02:11;fries2;beer/desperados/
4778;21:39:38;21:48:25;21:49:42;00:08:47;00:01:17;fries2;coke/still_water/fries/ketchup/mexicano/croquette_balls/
4779;21:39:40;21:49:42;21:51:00;00:10:02;00:01:18;fries2;beer/fries/mayo/croquette_balls/
4781;21:39:48;21:49:59;21:51:20;00:10:11;00:01:21;fries2;beer/
4782;21:40:04;21:50:27;21:51:42;00:10:23;00:01:15;fries2;coke/desperados/fries/mayo/croquette_balls/
4783;21:40:33;21:51:00;21:51:46;00:10:27;00:00:46;fries2;beer/still_water/bicky/
4784;21:41:43;21:51:20;21:53:47;00:09:37;00:02:27;fries2;beer/still_water/fries/mayo/croquette_balls/
4785;21:42:26;21:51:42;21:54:42;00:09:16;00:03:00;fries2;beer/still_water/fries/mayo/
4786;21:42:48;21:51:46;21:53:05;00:08:58;00:01:19;fries2;beer/
4787;21:42:50;21:53:05;21:54:30;00:10:15;00:01:25;fries2;beer/fries/mayo/
4788;21:42:52;21:53:47;21:55:36;00:10:55;00:01:49;fries2;beer/
4789;21:43:27;21:54:30;21:55:11;00:11:03;00:00:41;fries2;still_water/
4790;21:43:29;21:54:42;21:56:53;00:11:13;00:02:11;fries2;beer/fries/mayo/
4791;21:44:49;21:55:11;21:57:44;00:10:22;00:02:33;fries2;beer/fries/mayo/
4792;21:45:14;21:55:36;21:57:25;00:10:22;00:01:49;fries2;beer/
4793;21:47:11;21:56:53;21:58:04;00:09:42;00:01:11;fries2;beer/coke/
4794;21:47:15;21:57:25;21:58:23;00:10:10;00:00:58;fries2;beer/still_water/fries/mayo/
4795;21:47:35;21:57:44;21:59:12;00:10:09;00:01:28;fries2;beer/desperados/frikandel/
4796;21:47:59;21:58:04;22:00:29;00:10:05;00:02:25;fries2;still_water/
4797;21:48:04;21:58:23;21:59:26;00:10:19;00:01:03;fries2;beer/coke/still_water/fries/ketchup/
4798;21:48:13;21:59:12;22:02:07;00:10:59;00:02:55;fries2;beer/still_water/sparkling_water/fries/mayo/croquette_balls/
4799;21:48:59;21:59:26;22:01:37;00:10:27;00:02:11;fries2;beer/fries/mayo/
4800;21:49:45;22:00:29;22:02:42;00:10:44;00:02:13;fries2;beer/
4801;21:50:00;22:01:37;22:02:10;00:11:37;00:00:33;fries2;beer/fries/ketchup/
4802;21:50:23;22:02:07;22:03:57;00:11:44;00:01:50;fries2;beer/coke/sparkling_water/fries/ketchup/frikandel/
4803;21:51:03;22:02:10;22:03:01;00:11:07;00:00:51;fries2;still_water/
4804;21:51:15;22:02:42;22:04:18;00:11:27;00:01:36;fries2;beer/coke/desperados/
4805;21:51:19;22:03:01;22:05:19;00:11:42;00:02:18;fries2;beer/
4806;21:51:40;22:03:57;22:06:12;00:12:17;00:02:15;fries2;beer/fries/mayo/frikandel/
4807;21:51:56;22:04:18;22:05:07;00:12:22;00:00:49;fries2;coke/
4808;21:51:57;22:05:07;22:06:25;00:13:10;00:01:18;fries2;beer/sparkling_water/fries/ketchup/
4809;21:53:03;22:05:19;22:07:02;00:12:16;00:01:43;fries2;coke/still_water/fries/mayo/frikandel/
4810;21:53:09;22:06:12;22:06:50;00:13:03;00:00:38;fries2;beer/fries/mayo/
4811;21:53:10;22:06:25;22:07:10;00:13:15;00:00:45;fries2;beer/
4812;21:53:15;22:06:50;22:07:27;00:13:35;00:00:37;fries2;desperados/fries/ketchup/
4814;21:53:34;22:07:02;22:07:39;00:13:28;00:00:37;fries2;beer/coke/still_water/fries/mayo/frikandel/
4816;21:54:15;22:07:10;22:08:02;00:12:55;00:00:52;fries2;beer/fries/ketchup/cocktail_sauce/frikandel/
4817;21:54:38;22:07:27;22:09:04;00:12:49;00:01:37;fries2;beer/fries/mayo/
4819;21:55:00;22:07:39;22:08:39;00:12:39;00:01:00;fries2;beer/coke/fries/mayo/
4820;21:55:15;22:08:02;22:08:23;00:12:47;00:00:21;fries2;beer/coke/fries/mayo/frikandel/
4821;21:55:28;22:08:23;22:09:39;00:12:55;00:01:16;fries2;beer/coke/bicky/
4822;21:55:56;22:08:39;22:09:01;00:12:43;00:00:22;fries2;beer/fries/ketchup/
4825;21:57:21;22:09:01;22:10:10;00:11:40;00:01:09;fries2;still_water/fries/mayo/
4826;21:58:13;22:09:04;22:11:17;00:10:51;00:02:13;fries2;beer/coke/sparkling_water/
4827;21:58:29;22:09:39;22:11:13;00:11:10;00:01:34;fries2;beer/
4828;22:00:54;22:10:10;22:10:20;00:09:16;00:00:10;fries2;beer/fries/cocktail_sauce/mexicano/croquette_balls/
4833;22:05:00;22:10:20;22:11:49;00:05:20;00:01:29;fries2;beer/coke/
4834;22:05:44;22:11:13;22:11:43;00:05:29;00:00:30;fries2;coke/desperados/fries/mayo/
4835;22:05:50;22:11:17;22:11:34;00:05:27;00:00:17;fries2;beer/fries/ketchup/croquette_balls/
4836;22:05:53;22:11:34;22:12:05;00:05:41;00:00:31;fries2;beer/
4837;22:06:19;22:11:43;22:12:52;00:05:24;00:01:09;fries2;beer/coke/fries/ketchup/
4838;22:08:03;22:11:49;22:12:42;00:03:46;00:00:53;fries2;beer/
4839;22:08:19;22:12:05;22:13:21;00:03:46;00:01:16;fries2;beer/
4840;22:08:56;22:12:42;22:13:20;00:03:46;00:00:38;fries2;beer/coke/sparkling_water/
4841;22:09:03;22:12:52;22:14:12;00:03:49;00:01:20;fries2;beer/fries/mayo/
4842;22:09:13;22:13:20;22:13:49;00:04:07;00:00:29;fries2;beer/coke/still_water/bicky/
4843;22:09:20;22:13:21;22:14:29;00:04:01;00:01:08;fries2;beer/fries/ketchup/cocktail_sauce/frikandel/
4844;22:10:11;22:13:49;22:14:42;00:03:38;00:00:53;fries2;beer/still_water/fries/cocktail_sauce/mexicano/
4845;22:10:36;22:14:12;22:16:01;00:03:36;00:01:49;fries2;desperados/fries/cocktail_sauce/
4846;22:11:09;22:14:29;22:16:13;00:03:20;00:01:44;fries2;beer/fries/mayo/frikandel/
4847;22:11:12;22:14:42;22:17:26;00:03:30;00:02:44;fries2;coke/desperados/fries/mayo/mexicano/
4848;22:11:21;22:16:01;22:17:28;00:04:40;00:01:27;fries2;beer/fries/mayo/frikandel/
4849;22:11:45;22:16:13;22:18:05;00:04:28;00:01:52;fries2;beer/coke/sparkling_water/fries/ketchup/
4850;22:11:57;22:17:26;22:18:20;00:05:29;00:00:54;fries2;still_water/desperados/
4851;22:12:13;22:17:28;22:17:46;00:05:15;00:00:18;fries2;beer/coke/still_water/bicky/
4852;22:12:33;22:17:46;22:19:39;00:05:13;00:01:53;fries2;beer/still_water/
4853;22:13:08;22:18:05;22:20:10;00:04:57;00:02:05;fries2;beer/coke/still_water/bicky/
4854;22:13:37;22:18:20;22:18:46;00:04:43;00:00:26;fries2;beer/sparkling_water/bicky/
4855;22:13:43;22:18:46;22:19:17;00:05:03;00:00:31;fries2;beer/coke/fries/mayo/croquette_balls/
4856;22:14:05;22:19:17;22:21:24;00:05:12;00:02:07;fries2;beer/coke/fries/ketchup/mexicano/croquette_balls/
4857;22:14:19;22:19:39;22:21:01;00:05:20;00:01:22;fries2;still_water/fries/mayo/
4858;22:14:40;22:20:10;22:22:21;00:05:30;00:02:11;fries2;beer/fries/mayo/
4859;22:15:43;22:21:01;22:21:57;00:05:18;00:00:56;fries2;beer/still_water/sparkling_water/fries/cocktail_sauce/
4860;22:16:49;22:21:24;22:22:42;00:04:35;00:01:18;fries2;beer/
4861;22:17:43;22:21:57;22:23:00;00:04:14;00:01:03;fries2;beer/
4862;22:19:37;22:22:21;22:22:56;00:02:44;00:00:35;fries2;beer/desperados/fries/cocktail_sauce/
4863;22:20:28;22:22:42;22:23:07;00:02:14;00:00:25;fries2;beer/still_water/
4864;22:21:23;22:22:56;22:23:50;00:01:33;00:00:54;fries2;coke/frikandel/
4865;22:22:02;22:23:00;22:23:43;00:00:58;00:00:43;fries2;beer/
4866;22:22:11;22:23:07;22:23:51;00:00:56;00:00:44;fries2;coke/
4867;22:22:31;22:24:58;22:25:40;00:02:27;00:00:42;fries2;beer/
4868;22:24:58;22:25:12;22:27:08;00:00:14;00:01:56;fries2;beer/
4869;22:25:12;22:25:35;22:26:37;00:00:23;00:01:02;fries2;beer/coke/fries/mayo/
4870;22:25:35;22:25:40;22:26:37;00:00:05;00:00:57;fries2;coke/desperados/fries/mayo/croquette_balls/
4871;22:25:36;22:26:37;22:28:15;00:01:01;00:01:38;fries2;coke/
4872;22:25:56;22:26:37;22:27:14;00:00:41;00:00:37;fries2;beer/coke/desperados/
4873;22:26:21;22:27:12;22:28:56;00:00:51;00:01:44;fries2;sparkling_water/
4874;22:27:12;22:29:06;22:31:45;00:01:54;00:02:39;fries2;beer/fries/mayo/
4875;22:29:06;22:29:40;22:31:55;00:00:34;00:02:15;fries2;beer/coke/
4876;22:29:40;22:30:09;22:30:48;00:00:29;00:00:39;fries2;desperados/
4877;22:30:09;22:32:50;22:34:55;00:02:41;00:02:05;fries2;beer/fries/mayo/
4878;22:32:50;22:34:07;22:35:35;00:01:17;00:01:28;fries2;still_water/fries/ketchup/
4879;22:34:07;22:34:28;22:35:28;00:00:21;00:01:00;fries2;beer/
4880;22:34:28;22:37:30;22:37:40;00:03:02;00:00:10;fries2;beer/fries/cocktail_sauce/frikandel/
4881;22:37:30;22:38:16;22:39:18;00:00:46;00:01:02;fries2;beer/coke/desperados/fries/cocktail_sauce/mexicano/croquette_balls/
4882;22:38:16;22:38:41;22:41:02;00:00:25;00:02:21;fries2;coke/fries/mayo/
4883;22:38:41;22:41:10;22:43:40;00:02:29;00:02:30;fries2;still_water/sparkling_water/fries/mayo/mexicano/croquette_balls/
4884;22:41:10;22:41:14;22:42:43;00:00:04;00:01:29;fries2;beer/fries/mayo/
4885;22:41:14;22:41:32;22:41:42;00:00:18;00:00:10;fries2;beer/
4886;22:41:32;22:43:24;22:43:55;00:01:52;00:00:31;fries2;beer/
4887;22:43:24;22:45:22;22:45:46;00:01:58;00:00:24;fries2;beer/fries/mayo/frikandel/
4888;22:45:22;22:45:25;22:46:03;00:00:03;00:00:38;fries2;beer/coke/desperados/
4889;22:45:25;22:46:12;22:46:56;00:00:47;00:00:44;fries2;beer/fries/mayo/
4890;22:46:12;22:46:57;22:48:42;00:00:45;00:01:45;fries2;beer/still_water/
4891;22:46:57;22:47:31;22:50:19;00:00:34;00:02:48;fries2;beer/desperados/fries/mayo/mexicano/
4892;22:47:31;22:48:23;22:50:10;00:00:52;00:01:47;fries2;beer/still_water/fries/cocktail_sauce/
4893;22:48:23;22:48:47;22:50:17;00:00:24;00:01:30;fries2;still_water/fries/mayo/
4894;22:48:47;22:50:10;22:53:35;00:01:23;00:03:25;fries2;beer/fries/mayo/frikandel/
4895;22:49:15;22:52:08;22:53:25;00:02:53;00:01:17;fries2;beer/sparkling_water/fries/mayo/
4896;22:52:08;22:52:36;22:55:00;00:00:28;00:02:24;fries2;beer/
